text,label,source,original_label,url_present,email_present,phone_present,category,original_text,cleaned_text,client_id
Gd sia go xian char bor sibo.yh they all going us so is meet n say bye bye like tat.lol.eh round 0 start liao.,ham,super_sms_dataset,ham,0,0,0,general,Gd sia go xian char bor sibo.yh they all going us so is meet n say bye bye like tat.lol.eh round 0 start liao.,Gd sia go xian char bor sibo.yh they all going us so is meet n say bye bye like tat.lol.eh round 0 start liao.,
I am in the Pg Seminar Room                    ,ham,exais_sms_spam,HAM,0,0,0,general,I am in the Pg Seminar Room                    ,I am in the Pg Seminar Room,
"Pay your GOtv subscription on IUC 2003600417 before 11:59pm TODAY, and get an extra month free. Offer valid for 27 Nov 2015 only. Ts & Cs apply.",smishing,combined_labeled_dataset,smishing,0,0,1,other_smishing,"Pay your GOtv subscription on IUC 2003600417 before 11:59pm TODAY, and get an extra month free. Offer valid for 27 Nov 2015 only. Ts & Cs apply.","Pay your GOtv subscription on IUC 2003600417 before 11:59pm TODAY, and get an extra month free. Offer valid for 27 Nov 2015 only. Ts & Cs apply.",
"Y'ello  you have been charged N50.00 and your callertunez service has been extended to 2014-09-01 successfully. Reply TOP5 or""#SongName"" to search tunez. For more info  text HELP to 4100   ",smishing,combined_labeled_dataset,smishing,0,0,1,other_smishing,"Y'ello  you have been charged N50.00 and your callertunez service has been extended to 2014-09-01 successfully. Reply TOP5 or""#SongName"" to search tunez. For more info  text HELP to 4100   ","Y'ello you have been charged N50.00 and your callertunez service has been extended to 2014-09-01 successfully. Reply TOP5 or""#SongName"" to search tunez. For more info text HELP to 4100",
"Alright, sounds good haha.. go take a nap now, then we can chat!",ham,super_sms_dataset,ham,0,0,0,general,"Alright, sounds good haha.. go take a nap now, then we can chat!","Alright, sounds good haha.. go take a nap now, then we can chat!",
Wat is e nearest mrt 2 SRJC?,ham,super_sms_dataset,ham,0,0,0,general,Wat is e nearest mrt 2 SRJC?,Wat is e nearest mrt 2 SRJC?,
Tesco 's February Draw result be out Your Shopper IP TSC07104 come and in our list Conform detail http://k95.org/35rbbo,spam,super_sms_dataset,spam,1,0,0,general,Tesco 's February Draw result be out Your Shopper IP TSC07104 come and in our list Conform detail http://k95.org/35rbbo,Tesco 's February Draw result be out Your Shopper IP TSC07104 come and in our list Conform detail http://k95.org/35rbbo,
december only! you are title to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,spam,mendeley_balanced_10191,spam,0,0,1,general,december only! you are title to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,december only! you are title to update to the latest colour camera mobile for free! call the mobile update co free on 08002986906,
Please send me the new phone number.,ham,super_sms_dataset,ham,0,0,0,general,Please send me the new phone number.,Please send me the new phone number.,
you won't trust it but it's true. it's incredible txts! reply g now to study truly amazing things that will blow your mind. from o2fwd only 18p/txt,spam,mendeley_balanced_10191,spam,0,0,0,general,you won't trust it but it's true. it's incredible txts! reply g now to study truly amazing things that will blow your mind. from o2fwd only 18p/txt,you won't trust it but it's true. it's incredible txts! reply g now to study truly amazing things that will blow your mind. from o2fwd only 18p/txt,
Ill call you evening ill some ideas.,ham,super_sms_dataset,ham,0,0,0,general,Ill call you evening ill some ideas.,Ill call you evening ill some ideas.,
"These chicken rolls are sure to be your family new favorite dinner! For recipe, click the link: null",smishing,combined_labeled_dataset,smishing,0,0,0,other_smishing,"These chicken rolls are sure to be your family new favorite dinner! For recipe, click the link: null","These chicken rolls are sure to be your family new favorite dinner! For recipe, click the link: null",
Really? .,ham,super_sms_dataset,ham,0,0,0,general,Really? .,Really? .,
"Okok this shouldnt happen cos i already pay,if it is taken they shouldnt make me pay, will try to argue dun worry! Yaya the name is correct i type too fast haha",ham,super_sms_dataset,ham,0,0,0,general,"Okok this shouldnt happen cos i already pay,if it is taken they shouldnt make me pay, will try to argue dun worry! Yaya the name is correct i type too fast haha","Okok this shouldnt happen cos i already pay,if it is taken they shouldnt make me pay, will try to argue dun worry! Yaya the name is correct i type too fast haha",
Ü all write or wat..,ham,uci_sms_spam,ham,0,0,0,general,Ü all write or wat..,Ü all write or wat..,
Dear Tikona Customer we have receive your request for last bill detail You will receive it on your registered email id.We have receive your plan change request We will revert to you in X day with an update through SMS and an email on registered email ID TikonaWe have receive your plan change request We will revert,smishing,combined_labeled_dataset,smishing,0,0,0,other_smishing,Dear Tikona Customer we have receive your request for last bill detail You will receive it on your registered email id.We have receive your plan change request We will revert to you in X day with an update through SMS and an email on registered email ID TikonaWe have receive your plan change request We will revert,Dear Tikona Customer we have receive your request for last bill detail You will receive it on your registered email id.We have receive your plan change request We will revert to you in X day with an update through SMS and an email on registered email ID TikonaWe have receive your plan change request We will revert,
Win free airtime while you study for JAMB & 'O' level exams by downloading the DIAMOND PREP CHALLENGE app on your mobile phone. For enquiries call 0700 3000000                    ,ham,exais_sms_spam,HAM,0,0,1,general,Win free airtime while you study for JAMB & 'O' level exams by downloading the DIAMOND PREP CHALLENGE app on your mobile phone. For enquiries call 0700 3000000                    ,Win free airtime while you study for JAMB & 'O' level exams by downloading the DIAMOND PREP CHALLENGE app on your mobile phone. For enquiries call 0700 3000000,
Alright ma I will collect it anytime am around  thanks  my day was fine but hectic Amen. Yemi is now in Lagos  she just got a job.                 ,ham,exais_sms_spam,HAM,0,0,0,general,Alright ma I will collect it anytime am around  thanks  my day was fine but hectic Amen. Yemi is now in Lagos  she just got a job.                 ,Alright ma I will collect it anytime am around thanks my day was fine but hectic Amen. Yemi is now in Lagos she just got a job.,
"Eeerrr. Haha. I'm so disappointed with him to be honest. He went for2 hrs plus and late in the morning, being a super good IO, i ask himto put 1 n half hr break time, instead of being appreciative, he stillgot cheek to tell me his break is 1 hr. Worst thing is he liedsomemore. Haha. Wah i think tonight can't slp liao sia, i damn emo.Haha.",ham,super_sms_dataset,ham,0,0,0,general,"Eeerrr. Haha. I'm so disappointed with him to be honest. He went for2 hrs plus and late in the morning, being a super good IO, i ask himto put 1 n half hr break time, instead of being appreciative, he stillgot cheek to tell me his break is 1 hr. Worst thing is he liedsomemore. Haha. Wah i think tonight can't slp liao sia, i damn emo.Haha.","Eeerrr. Haha. I'm so disappointed with him to be honest. He went for2 hrs plus and late in the morning, being a super good IO, i ask himto put 1 n half hr break time, instead of being appreciative, he stillgot cheek to tell me his break is 1 hr. Worst thing is he liedsomemore. Haha. Wah i think tonight can't slp liao sia, i damn emo.Haha.",
What happened?,ham,super_sms_dataset,ham,0,0,0,general,What happened?,What happened?,
N500 Airtime is Up for Grabs today! Dial 14120 to get yours     ,smishing,combined_labeled_dataset,smishing,0,0,0,other_smishing,N500 Airtime is Up for Grabs today! Dial 14120 to get yours     ,N500 Airtime is Up for Grabs today! Dial 14120 to get yours,
for taking part in our mobile survey yesterday! you can now ingest 500 texts 2 use however you wish. 2 get txts just institutionalize txt to 80160 t&c www.txt43.com 1.50p,smishing,mendeley_balanced_10191,smishing,1,0,0,other_smishing,for taking part in our mobile survey yesterday! you can now ingest 500 texts 2 use however you wish. 2 get txts just institutionalize txt to 80160 t&c www.txt43.com 1.50p,for taking part in our mobile survey yesterday! you can now ingest 500 texts 2 use however you wish. 2 get txts just institutionalize txt to 80160 t&c www.txt43.com 1.50p,
Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,ham,uci_sms_spam,ham,0,0,0,general,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,
NaOH in ethanol reflux is wat,ham,super_sms_dataset,ham,0,0,0,general,NaOH in ethanol reflux is wat,NaOH in ethanol reflux is wat,
"Extension of subscription! 7 Health Wellness tips will be yours at a cost of N100! Bonus tip: ""Scrabble game stimulates the mind"". For details text INFO to 7804                    ",spam,exais_sms_spam,SPAM,0,0,0,general,"Extension of subscription! 7 Health Wellness tips will be yours at a cost of N100! Bonus tip: ""Scrabble game stimulates the mind"". For details text INFO to 7804                    ","Extension of subscription! 7 Health Wellness tips will be yours at a cost of N100! Bonus tip: ""Scrabble game stimulates the mind"". For details text INFO to 7804",
Challan worth Rs XXX cr issue since roll out of MVA XXXX Source Visit http://m.rgic.in/aJpykvN to renew your cy now Reliance General Ins,spam,super_sms_dataset,spam,1,0,0,general,Challan worth Rs XXX cr issue since roll out of MVA XXXX Source Visit http://m.rgic.in/aJpykvN to renew your cy now Reliance General Ins,Challan worth Rs XXX cr issue since roll out of MVA XXXX Source Visit http://m.rgic.in/aJpykvN to renew your cy now Reliance General Ins,
Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of DEC 2013 is NGN3 383.30. Thank you for banking with us. FirstBank                  ,ham,exais_sms_spam,HAM,0,0,1,general,Dear AJAYI AYOBAMI SAMSON  The balance on your account 3041207489 as at end of DEC 2013 is NGN3 383.30. Thank you for banking with us. FirstBank                  ,Dear AJAYI AYOBAMI SAMSON The balance on your account 3041207489 as at end of DEC 2013 is NGN3 383.30. Thank you for banking with us. FirstBank,
"urgent! dear fl1pkart customer, we embody trying to contact you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.",smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,"urgent! dear fl1pkart customer, we embody trying to contact you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.","urgent! dear fl1pkart customer, we embody trying to contact you. last weekends draw shows that you w0n a rs.4,00,000 prize guaranteed. call 8927307655. claim code lucky52. valid 12hrs only.",
do you need 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or answer for delivery tomorrow,smishing,mendeley_balanced_10191,smishing,0,0,1,delivery_package,do you need 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or answer for delivery tomorrow,do you need 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08000776320 now or answer for delivery tomorrow,
You be Short list by Company Please download your Offer Letter by Link www.bit.do/letter2018,smishing,combined_labeled_dataset,smishing,1,0,0,other_smishing,You be Short list by Company Please download your Offer Letter by Link www.bit.do/letter2018,You be Short list by Company Please download your Offer Letter by Link www.bit.do/letter2018,
travelling abroad get attractive discounts on matrix prepaid sale only on wwwmatrixin hurry now offer valid only from th to th april,spam,super_sms_dataset,spam,0,0,0,general,travelling abroad get attractive discounts on matrix prepaid sale only on wwwmatrixin hurry now offer valid only from th to th april,travelling abroad get attractive discounts on matrix prepaid sale only on wwwmatrixin hurry now offer valid only from th to th april,
Dear customer your KOTK MHIN ... BANK A c will be close today Please complete your verification Please click on this link http://bit.ly/36Byse2,smishing,combined_labeled_dataset,smishing,1,0,0,bank_payment,Dear customer your KOTK MHIN ... BANK A c will be close today Please complete your verification Please click on this link http://bit.ly/36Byse2,Dear customer your KOTK MHIN ... BANK A c will be close today Please complete your verification Please click on this link http://bit.ly/36Byse2,
Get the latest Mercy Remix  by the Praiz and Diana king on MTN Callertune! Text 75 to 4100 to get it now. N50/tune                    ,spam,exais_sms_spam,SPAM,0,0,0,general,Get the latest Mercy Remix  by the Praiz and Diana king on MTN Callertune! Text 75 to 4100 to get it now. N50/tune                    ,Get the latest Mercy Remix by the Praiz and Diana king on MTN Callertune! Text 75 to 4100 to get it now. N50/tune,
You have a pending Tax Refund of 265.84GBP from HMRC To proceed your application please complete your form via hmrc.gov.signin-uk.com,smishing,combined_labeled_dataset,smishing,0,0,0,government_tax,You have a pending Tax Refund of 265.84GBP from HMRC To proceed your application please complete your form via hmrc.gov.signin-uk.com,You have a pending Tax Refund of 265.84GBP from HMRC To proceed your application please complete your form via hmrc.gov.signin-uk.com,
Looking for a new job? A good CV should be short/relevant; no more than 3pages.For more Job tips from Phillips Consulting  text JOBS to 5039 or STOP to unsubscr                   ,spam,exais_sms_spam,SPAM,0,0,0,general,Looking for a new job? A good CV should be short/relevant; no more than 3pages.For more Job tips from Phillips Consulting  text JOBS to 5039 or STOP to unsubscr                   ,Looking for a new job? A good CV should be short/relevant; no more than 3pages.For more Job tips from Phillips Consulting text JOBS to 5039 or STOP to unsubscr,
we have new local dates in your area - lots of new people show in your area. reply date to jump now! 18 only www.flirtparty.us replys150,spam,mendeley_balanced_10191,spam,1,0,0,general,we have new local dates in your area - lots of new people show in your area. reply date to jump now! 18 only www.flirtparty.us replys150,we have new local dates in your area - lots of new people show in your area. reply date to jump now! 18 only www.flirtparty.us replys150,
I'll probably be by tomorrow (or even later tonight if something's going on),ham,uci_sms_spam,ham,0,0,0,general,I'll probably be by tomorrow (or even later tonight if something's going on),I'll probably be by tomorrow (or even later tonight if something's going on),
It should take about  <#>  min,ham,super_sms_dataset,ham,0,0,0,general,It should take about  <#>  min,It should take about <#> min,
 I'm thankful for your friendship. You bring so much joy to my life.,ham,super_sms_dataset,ham,0,0,0,general, I'm thankful for your friendship. You bring so much joy to my life.,I'm thankful for your friendship. You bring so much joy to my life.,
"A lot of them are mine.Sorry, I'll clean tonight, I accidentally fellasleep.. but seriously, Liza, no need to get snappy, everyone cleansup after you a lot",ham,super_sms_dataset,ham,0,0,0,general,"A lot of them are mine.Sorry, I'll clean tonight, I accidentally fellasleep.. but seriously, Liza, no need to get snappy, everyone cleansup after you a lot","A lot of them are mine.Sorry, I'll clean tonight, I accidentally fellasleep.. but seriously, Liza, no need to get snappy, everyone cleansup after you a lot",
Will you come to xiaoyao home? or u want me to collect your medicine?,ham,super_sms_dataset,ham,0,0,0,general,Will you come to xiaoyao home? or u want me to collect your medicine?,Will you come to xiaoyao home? or u want me to collect your medicine?,
urgent this is our 2nd attempt to contact u. your £900 prize from yesterday embody still await collection. to claim call now 09061702893. acl03530150pm,smishing,mendeley_balanced_10191,smishing,0,0,1,reward_prize,urgent this is our 2nd attempt to contact u. your £900 prize from yesterday embody still await collection. to claim call now 09061702893. acl03530150pm,urgent this is our 2nd attempt to contact u. your £900 prize from yesterday embody still await collection. to claim call now 09061702893. acl03530150pm,
no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so convey txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,spam,mendeley_balanced_10191,spam,0,0,1,general,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so convey txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,no. 1 nokia tone 4 ur mob every week! just txt nok to 87021. 1st tone free ! so convey txtin now and tell ur friends. 150p/tone. 16 reply hl 4info,
Boo u never buy me nothing!,ham,super_sms_dataset,ham,0,0,0,general,Boo u never buy me nothing!,Boo u never buy me nothing!,
"I have read the paper, will start working accordingly",ham,super_sms_dataset,ham,0,0,0,general,"I have read the paper, will start working accordingly","I have read the paper, will start working accordingly",
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,smishing,combined_labeled_dataset,smishing,0,0,0,other_smishing,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,
catch the match on your new sony bravia led take home on just rs  down payment  pay rest in  easy emis thru your bajaj emi card valid till  apriltc,smishing,combined_labeled_dataset,smishing,0,0,0,bank_payment,catch the match on your new sony bravia led take home on just rs  down payment  pay rest in  easy emis thru your bajaj emi card valid till  apriltc,catch the match on your new sony bravia led take home on just rs down payment pay rest in easy emis thru your bajaj emi card valid till apriltc,
Northpint. Now coffee shop.,ham,super_sms_dataset,ham,0,0,0,general,Northpint. Now coffee shop.,Northpint. Now coffee shop.,
we will apply your paytm amount after sometime complete your paytm kyc paytm office ph 8927307655,smishing,mendeley_balanced_10191,smishing,0,0,1,other_smishing,we will apply your paytm amount after sometime complete your paytm kyc paytm office ph 8927307655,we will apply your paytm amount after sometime complete your paytm kyc paytm office ph 8927307655,
Thanks xP it's Ila's birthday and Prosper's. It's also Liz's o.O btwshe saw us on gaia =(,ham,super_sms_dataset,ham,0,0,0,general,Thanks xP it's Ila's birthday and Prosper's. It's also Liz's o.O btwshe saw us on gaia =(,Thanks xP it's Ila's birthday and Prosper's. It's also Liz's o.O btwshe saw us on gaia =(,
U.S. Bancorp Alert Security hold place on your debit card Additional verification be require please call 1.866.252.9557 and follow the instruction,smishing,combined_labeled_dataset,smishing,0,0,1,bank_payment,U.S. Bancorp Alert Security hold place on your debit card Additional verification be require please call 1.866.252.9557 and follow the instruction,U.S. Bancorp Alert Security hold place on your debit card Additional verification be require please call 1.866.252.9557 and follow the instruction,
"Hi Manoj,,,Sent u the rent..you should receive by tomorrow..pls confirm once received",ham,super_sms_dataset,ham,0,0,0,general,"Hi Manoj,,,Sent u the rent..you should receive by tomorrow..pls confirm once received","Hi Manoj,,,Sent u the rent..you should receive by tomorrow..pls confirm once received",
mega festival offer book bhk apt designed by hafeez get dis on navratra fdi  bank loan const full swing  sport city xway  call for meetings ,spam,super_sms_dataset,spam,0,0,0,general,mega festival offer book bhk apt designed by hafeez get dis on navratra fdi  bank loan const full swing  sport city xway  call for meetings ,mega festival offer book bhk apt designed by hafeez get dis on navratra fdi bank loan const full swing sport city xway call for meetings,
learn advanced excel  macros  only rs  follow the link httpbitlyazuy and use coupon excelcall or whatsapp  offer valid till thapril,smishing,combined_labeled_dataset,smishing,0,0,0,other_smishing,learn advanced excel  macros  only rs  follow the link httpbitlyazuy and use coupon excelcall or whatsapp  offer valid till thapril,learn advanced excel macros only rs follow the link httpbitlyazuy and use coupon excelcall or whatsapp offer valid till thapril,
U told to give xerox wen v give only na.v didnt giv xerox for us. Soumeya took xerox for everyone..anyway on thursday only unna thaught to take xerox.i came with u to volunter at 4.after that i thaught she would hav taken .but she didnt i dnt knw dat..,ham,super_sms_dataset,ham,0,0,0,general,U told to give xerox wen v give only na.v didnt giv xerox for us. Soumeya took xerox for everyone..anyway on thursday only unna thaught to take xerox.i came with u to volunter at 4.after that i thaught she would hav taken .but she didnt i dnt knw dat..,U told to give xerox wen v give only na.v didnt giv xerox for us. Soumeya took xerox for everyone..anyway on thursday only unna thaught to take xerox.i came with u to volunter at 4.after that i thaught she would hav taken .but she didnt i dnt knw dat..,
s lorong 4... U meet me at braddel den walk there lor...,ham,super_sms_dataset,ham,0,0,0,general,s lorong 4... U meet me at braddel den walk there lor...,s lorong 4... U meet me at braddel den walk there lor...,
reply to win £100 weekly! what professional sport does tiger woods play? institutionalize stop to 87239 to end service,spam,mendeley_balanced_10191,spam,0,0,0,general,reply to win £100 weekly! what professional sport does tiger woods play? institutionalize stop to 87239 to end service,reply to win £100 weekly! what professional sport does tiger woods play? institutionalize stop to 87239 to end service,
Did she say anyth else? Hahaha interesting!,ham,super_sms_dataset,ham,0,0,0,general,Did she say anyth else? Hahaha interesting!,Did she say anyth else? Hahaha interesting!,
"New theory: argument wins the situation, but loses the person. So don't argue with your friends, just kick them and say, ""I'm always correct!""",ham,super_sms_dataset,ham,0,0,0,general,"New theory: argument wins the situation, but loses the person. So don't argue with your friends, just kick them and say, ""I'm always correct!""","New theory: argument wins the situation, but loses the person. So don't argue with your friends, just kick them and say, ""I'm always correct!""",
airtel has organized a service camp exclusively for you on may  may  at vile parle for queries on airtel services and products  please visit our store shop no  aalap co operative housing society ltd nehru road  vile parle east,smishing,combined_labeled_dataset,smishing,0,0,0,other_smishing,airtel has organized a service camp exclusively for you on may  may  at vile parle for queries on airtel services and products  please visit our store shop no  aalap co operative housing society ltd nehru road  vile parle east,airtel has organized a service camp exclusively for you on may may at vile parle for queries on airtel services and products please visit our store shop no aalap co operative housing society ltd nehru road vile parle east,
"Probably not, I'm almost out of gas and I get some cash tomorrow",ham,uci_sms_spam,ham,0,0,0,general,"Probably not, I'm almost out of gas and I get some cash tomorrow","Probably not, I'm almost out of gas and I get some cash tomorrow",
call jitendra misra  pramod   bhavana for th to go lucknow  get reward to doing  k   its very imp   these club members r still on zero   ,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,call jitendra misra  pramod   bhavana for th to go lucknow  get reward to doing  k   its very imp   these club members r still on zero   ,call jitendra misra pramod bhavana for th to go lucknow get reward to doing k its very imp these club members r still on zero,
Just no excitement in these voices.,ham,super_sms_dataset,ham,0,0,0,general,Just no excitement in these voices.,Just no excitement in these voices.,
"u r pledge 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt arrest 2 84128,custcare 08712405020",spam,mendeley_balanced_10191,spam,0,0,1,general,"u r pledge 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt arrest 2 84128,custcare 08712405020","u r pledge 2 textcomp 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt arrest 2 84128,custcare 08712405020",
When're you guys getting back? G said you were thinking about not staying for mcr,ham,uci_sms_spam,ham,0,0,0,general,When're you guys getting back? G said you were thinking about not staying for mcr,When're you guys getting back? G said you were thinking about not staying for mcr,
"Arms fine, how's Cardiff and uni? ",ham,super_sms_dataset,ham,0,0,0,general,"Arms fine, how's Cardiff and uni? ","Arms fine, how's Cardiff and uni?",
more supermarketshow this sms  get more quality st dust tea  gm box  off top ramen magic masala gm poly pouchrsofftc,spam,super_sms_dataset,spam,0,0,0,general,more supermarketshow this sms  get more quality st dust tea  gm box  off top ramen magic masala gm poly pouchrsofftc,more supermarketshow this sms get more quality st dust tea gm box off top ramen magic masala gm poly pouchrsofftc,
8262 2126 4511 5873      bt u wont get dat actin dis way bro                ,ham,exais_sms_spam,HAM,0,0,1,general,8262 2126 4511 5873      bt u wont get dat actin dis way bro                ,8262 2126 4511 5873 bt u wont get dat actin dis way bro,
talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,spam,mendeley_balanced_10191,spam,0,0,0,general,talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,talk sexy!! make new friends or fall in love in the worlds most discreet text dating service. just text vip to 83110 and see who you could meet.,
"we know someone who you experience that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p",spam,mendeley_balanced_10191,spam,0,0,1,general,"we know someone who you experience that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p","we know someone who you experience that fancies you. call 09058097218 to find out who. pobox 6, ls15hb 150p",
diwali special offer win rs  free recharge and bajaj bike call  free,smishing,combined_labeled_dataset,smishing,0,0,0,reward_prize,diwali special offer win rs  free recharge and bajaj bike call  free,diwali special offer win rs free recharge and bajaj bike call free,
"My favour will shine on you like the morning sun, and your wounds will be quickly healed. I will always be with you to save you : My presence will protect you on every side. When you pray, I will answer you. When you call to me, I will respond. Isaiah <TIME> ,9 Praise the Lord ! Our GOD is a living GOD who listens to every single prayer of ours. He is ALWAYS with us. Have a blessed day IN CHRIST my dear brothers and sisters:-) :-)",ham,super_sms_dataset,ham,0,0,0,general,"My favour will shine on you like the morning sun, and your wounds will be quickly healed. I will always be with you to save you : My presence will protect you on every side. When you pray, I will answer you. When you call to me, I will respond. Isaiah <TIME> ,9 Praise the Lord ! Our GOD is a living GOD who listens to every single prayer of ours. He is ALWAYS with us. Have a blessed day IN CHRIST my dear brothers and sisters:-) :-)","My favour will shine on you like the morning sun, and your wounds will be quickly healed. I will always be with you to save you : My presence will protect you on every side. When you pray, I will answer you. When you call to me, I will respond. Isaiah <TIME> ,9 Praise the Lord ! Our GOD is a living GOD who listens to every single prayer of ours. He is ALWAYS with us. Have a blessed day IN CHRIST my dear brothers and sisters:-) :-)",
